SourceId,PaymentId,Date,Amount
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1112025210101664,12/2/2011,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1112085030101880,12/8/2011,130.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1112155050101270,12/15/2011,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1112225080101565,12/22/2011,49.6000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1112225080101565,12/22/2011,99.2000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1201035230101583,1/3/2012,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1201095000102321,1/9/2012,130.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1201125070101738,1/12/2012,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1201235000102535,1/23/2012,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1201265060101508,1/26/2012,24.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1201265060101508,1/26/2012,124.0000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1202035330101633,2/3/2012,130.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1202095000102321,2/9/2012,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1202175070101381,2/17/2012,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1202245130101781,2/24/2012,49.6000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1202245130101781,2/24/2012,99.2000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1203015170100906,3/1/2012,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1203125130101799,3/12/2012,130.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1203165050102041,3/16/2012,148.8000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1203235160101863,3/23/2012,49.6000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1203235160101863,3/23/2012,99.2000
7a3b8145-1189-4e83-a06f-842e8d83503e-0012389125,CS1203295070101650,3/29/2012,148.8000
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1112025050102578,12/2/2011,80.9100
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1112235010101458,12/23/2011,80.9100
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1112295100102922,12/29/2011,100.0000
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1112305080101380,12/30/2011,80.9100
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1201095040102148,1/9/2012,161.8200
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1201205010101152,1/20/2012,77.8400
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1202105140103441,2/10/2012,51.8900
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1202160010100922,2/16/2012,80.0000
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1203010010100915,3/1/2012,102.0000
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1203025020102058,3/2/2012,80.9100
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1203150010100867,3/15/2012,240.0000
b4bc493d-bc68-44e7-8d68-808b60c7f4cc-0009119429,CS1203290010100841,3/29/2012,160.0000
6a3ce45b-d363-4b81-bba5-5598c2a020b0-0209393011,CS1112275200103382,12/27/2011,36.0000
6a3ce45b-d363-4b81-bba5-5598c2a020b0-0209393011,CS1112275200103382,12/27/2011,114.0000
6a3ce45b-d363-4b81-bba5-5598c2a020b0-0209393011,CS1112275200103382,12/27/2011,150.0000
6a3ce45b-d363-4b81-bba5-5598c2a020b0-0209393011,CS1201305170103373,1/30/2012,300.0000
6a3ce45b-d363-4b81-bba5-5598c2a020b0-0209393011,CS1202275140103095,2/27/2012,300.0000
6a3ce45b-d363-4b81-bba5-5598c2a020b0-0209393011,CS1203295100102612,3/29/2012,300.0000
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1112225000105454,12/22/2011,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1112295000105130,12/29/2011,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1201055070105046,1/5/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1201125100104120,1/12/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1201195110105244,1/19/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1201265100103919,1/26/2012,77.3100
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1202025120103894,2/2/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1202095100103891,2/9/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1202165030104509,2/16/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1202235080104514,2/23/2012,77.3100
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1203015150102399,3/1/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1203085090104343,3/8/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1203155080103341,3/15/2012,99.2300
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1203225060104375,3/22/2012,77.3100
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1203295090104219,3/29/2012,11.0400
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1203295090104219,3/29/2012,13.8900
512db92a-7450-4b8d-b268-7ed167e324d0-0011303383,CS1203295090104219,3/29/2012,56.2200
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1112195260101760,12/19/2011,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1112275160101757,12/27/2011,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1201095150101718,1/9/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1201095150101719,1/9/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1201195100101649,1/19/2012,23.0700
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1201195100101649,1/19/2012,29.6200
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1201195100101650,1/19/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1201275080101551,1/27/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1202035080101079,2/3/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1202135210101937,2/13/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1202175030101233,2/17/2012,23.0700
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1202175030101233,2/17/2012,29.6200
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1202235120101614,2/23/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1203015240101188,3/1/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1203125090101587,3/12/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1203155070101571,3/15/2012,23.0700
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1203155070101571,3/15/2012,29.6200
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1203235130101630,3/23/2012,132.6900
2d5cbd07-2c64-4117-8471-cbc1fef1720b-N006312445,CS1203295020101242,3/29/2012,132.6900
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1111295080102196,11/29/2011,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1112055180102205,12/5/2011,67.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1112155030100970,12/15/2011,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1112205020101514,12/20/2011,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1112285060102487,12/28/2011,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1201035040101747,1/3/2012,67.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1201115050101754,1/11/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1201175060101999,1/17/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1201235250102908,1/23/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1201315070101995,1/31/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1202065210102561,2/6/2012,67.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1202155120102508,2/15/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1202215110102335,2/21/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1202275070102197,2/27/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1203065140102510,3/6/2012,67.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1203135030102199,3/13/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1203195060102284,3/19/2012,70.3800
849608d8-0d50-4b00-af57-af767faca485-0009385962,CS1203295100102218,3/29/2012,70.3800
b056418e-e655-4d6d-9e30-bec4ea4c6af6-0012404084,CS1112165070100395,12/16/2011,500.0000
b056418e-e655-4d6d-9e30-bec4ea4c6af6-0012404084,CS1201035070100379,1/3/2012,500.0000
b056418e-e655-4d6d-9e30-bec4ea4c6af6-0012404084,CS1201135120100462,1/13/2012,403.5000
b056418e-e655-4d6d-9e30-bec4ea4c6af6-0012404084,CS1202015230100352,2/1/2012,403.5000
b056418e-e655-4d6d-9e30-bec4ea4c6af6-0012404084,CS1202235090100428,2/23/2012,403.5000
b056418e-e655-4d6d-9e30-bec4ea4c6af6-0012404084,CS1203065140100455,3/6/2012,403.5000
b056418e-e655-4d6d-9e30-bec4ea4c6af6-0012404084,CS1203165070100424,3/16/2012,403.5000
b056418e-e655-4d6d-9e30-bec4ea4c6af6-0012404084,CS1203295060100428,3/29/2012,403.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1112055110102393,12/5/2011,170.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1112145040102882,12/14/2011,170.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1112295050102786,12/29/2011,170.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1201135120103159,1/13/2012,170.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1201275090103195,1/27/2012,170.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1202145050102698,2/14/2012,170.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1203015180101858,3/1/2012,170.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1203145040103079,3/14/2012,170.0000
69480ecd-932c-4cea-a89c-6506c9030066-0556540871,CS1203295040102554,3/29/2012,170.0000
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1112085050100288,12/8/2011,82.1500
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1112225090100294,12/22/2011,77.8500
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1201055040100345,1/5/2012,57.1500
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1201195000100363,1/19/2012,77.8500
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1202025000100320,2/2/2012,82.1500
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1202165000100335,2/16/2012,77.8500
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1203015190100223,3/1/2012,82.1500
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1203155000100364,3/15/2012,77.8500
61174e90-b8cf-47af-b3b2-cff46922ae11-0009851739,CS1203295050100281,3/29/2012,68.4500
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1112085000105216,12/8/2011,796.7300
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1112225070104332,12/22/2011,159.2300
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1201055000105251,1/5/2012,159.2300
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1201195030104982,1/19/2012,159.2300
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1202025120103603,2/2/2012,159.2300
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1202165080103319,2/16/2012,159.2300
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1203015000103401,3/1/2012,159.2300
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1203155030104789,3/15/2012,159.2300
a0f44ede-aaaa-4ba5-b78b-c49c60971fc4-N009525255,CS1203295070104031,3/29/2012,159.2300
a1b97891-b1bf-48eb-a4df-177323f8efc7-N003497737,CS1112015220100210,12/1/2011,47.0000
a1b97891-b1bf-48eb-a4df-177323f8efc7-N003497737,CS1112085020100193,12/8/2011,50.0000
a1b97891-b1bf-48eb-a4df-177323f8efc7-N003497737,CS1112155060100277,12/15/2011,50.0000
a1b97891-b1bf-48eb-a4df-177323f8efc7-N003497737,CS1112225070100276,12/22/2011,50.0000
a1b97891-b1bf-48eb-a4df-177323f8efc7-N003497737,CS1112295000100328,12/29/2011,50.0000
